IP地址,数据中心,地区,城市,网络延迟
104.18.98.81,SJC,北美洲,圣何塞,646 ms
198.41.197.12,SJC,北美洲,圣何塞,647 ms
104.18.88.38,SJC,北美洲,圣何塞,647 ms
198.217.251.143,SJC,北美洲,圣何塞,647 ms
104.17.39.9,SJC,北美洲,圣何塞,647 ms
104.18.68.232,SJC,北美洲,圣何塞,647 ms
104.18.226.222,SJC,北美洲,圣何塞,648 ms
104.18.97.130,SJC,北美洲,圣何塞,649 ms
162.251.82.1,SJC,北美洲,圣何塞,650 ms
104.18.91.65,SJC,北美洲,圣何塞,650 ms
104.17.25.154,SJC,北美洲,圣何塞,651 ms
104.17.112.38,SJC,北美洲,圣何塞,651 ms
104.16.235.227,SJC,北美洲,圣何塞,653 ms
45.80.110.69,SJC,北美洲,圣何塞,654 ms
69.48.218.127,SJC,北美洲,圣何塞,654 ms
45.133.247.60,SJC,北美洲,圣何塞,655 ms
195.85.59.185,SJC,北美洲,圣何塞,655 ms
154.85.99.243,SJC,北美洲,圣何塞,655 ms
104.17.195.219,SJC,北美洲,圣何塞,656 ms
104.18.67.121,SJC,北美洲,圣何塞,656 ms
104.19.181.192,SJC,北美洲,圣何塞,656 ms
104.18.199.76,SJC,北美洲,圣何塞,657 ms
185.148.104.180,SJC,北美洲,圣何塞,658 ms
104.16.250.13,SJC,北美洲,圣何塞,659 ms
104.18.154.55,SJC,北美洲,圣何塞,659 ms
104.17.86.60,SJC,北美洲,圣何塞,659 ms
104.17.171.88,SJC,北美洲,圣何塞,660 ms
104.16.251.12,SJC,北美洲,圣何塞,660 ms
104.17.117.171,SJC,北美洲,圣何塞,660 ms
104.17.179.247,SJC,北美洲,圣何塞,661 ms
104.17.12.211,SJC,北美洲,圣何塞,661 ms
154.194.12.128,SJC,北美洲,圣何塞,662 ms
104.17.22.169,SJC,北美洲,圣何塞,662 ms
104.18.227.90,SJC,北美洲,圣何塞,663 ms
104.18.244.47,SJC,北美洲,圣何塞,664 ms
45.142.120.168,SJC,北美洲,圣何塞,665 ms
209.46.30.128,SJC,北美洲,圣何塞,666 ms
104.18.75.75,SJC,北美洲,圣何塞,667 ms
104.17.55.235,SJC,北美洲,圣何塞,668 ms
104.16.254.41,SJC,北美洲,圣何塞,668 ms
104.16.65.194,SJC,北美洲,圣何塞,669 ms
104.18.222.82,SJC,北美洲,圣何塞,670 ms
104.17.33.104,SJC,北美洲,圣何塞,670 ms
104.18.93.127,SJC,北美洲,圣何塞,671 ms
162.159.2.140,SJC,北美洲,圣何塞,671 ms
104.16.97.64,SJC,北美洲,圣何塞,671 ms
104.18.84.62,SJC,北美洲,圣何塞,672 ms
104.17.14.73,SJC,北美洲,圣何塞,672 ms
172.64.95.18,SJC,北美洲,圣何塞,672 ms
104.17.93.163,SJC,北美洲,圣何塞,672 ms
162.159.142.121,SJC,北美洲,圣何塞,673 ms
104.16.15.161,SJC,北美洲,圣何塞,673 ms
104.17.182.220,SJC,北美洲,圣何塞,673 ms
45.149.12.208,SJC,北美洲,圣何塞,674 ms
104.17.99.56,SJC,北美洲,圣何塞,674 ms
104.17.106.120,SJC,北美洲,圣何塞,677 ms
104.17.38.219,SJC,北美洲,圣何塞,678 ms
104.17.210.98,SJC,北美洲,圣何塞,679 ms
104.16.143.44,SJC,北美洲,圣何塞,682 ms
104.17.11.148,SJC,北美洲,圣何塞,682 ms
104.17.177.127,SJC,北美洲,圣何塞,683 ms
104.17.94.206,SJC,北美洲,圣何塞,683 ms
89.47.57.180,SJC,北美洲,圣何塞,685 ms
104.18.86.91,SJC,北美洲,圣何塞,687 ms
198.41.207.194,SJC,北美洲,圣何塞,688 ms
104.17.43.145,SJC,北美洲,圣何塞,688 ms
104.18.254.23,SJC,北美洲,圣何塞,689 ms
104.16.17.20,SJC,北美洲,圣何塞,690 ms
104.16.245.211,SJC,北美洲,圣何塞,691 ms
198.41.223.69,SJC,北美洲,圣何塞,691 ms
104.18.236.69,SJC,北美洲,圣何塞,691 ms
104.17.7.20,SJC,北美洲,圣何塞,692 ms
198.41.203.0,SJC,北美洲,圣何塞,694 ms
104.17.5.228,SJC,北美洲,圣何塞,694 ms
104.16.231.43,SJC,北美洲,圣何塞,695 ms
104.16.51.29,SJC,北美洲,圣何塞,697 ms
31.12.75.166,SJC,北美洲,圣何塞,698 ms
198.41.220.223,SJC,北美洲,圣何塞,700 ms
104.16.232.178,SJC,北美洲,圣何塞,701 ms
104.16.19.112,SJC,北美洲,圣何塞,704 ms
198.41.216.157,SJC,北美洲,圣何塞,705 ms
104.16.100.160,SJC,北美洲,圣何塞,705 ms
104.16.230.173,SJC,北美洲,圣何塞,706 ms
104.17.53.177,SJC,北美洲,圣何塞,706 ms
104.17.1.65,SJC,北美洲,圣何塞,707 ms
93.114.65.247,SJC,北美洲,圣何塞,707 ms
172.64.90.101,SJC,北美洲,圣何塞,707 ms
104.16.152.223,SJC,北美洲,圣何塞,708 ms
93.113.175.8,SJC,北美洲,圣何塞,709 ms
104.254.140.24,SJC,北美洲,圣何塞,710 ms
104.18.148.217,SJC,北美洲,圣何塞,710 ms
45.194.53.184,SJC,北美洲,圣何塞,710 ms
104.17.229.90,SJC,北美洲,圣何塞,710 ms
154.197.108.2,SJC,北美洲,圣何塞,712 ms
104.16.62.249,SJC,北美洲,圣何塞,713 ms
104.16.141.85,SJC,北美洲,圣何塞,713 ms
104.16.59.153,SJC,北美洲,圣何塞,713 ms
104.17.242.192,SJC,北美洲,圣何塞,715 ms
104.17.119.238,SJC,北美洲,圣何塞,715 ms
104.16.227.175,SJC,北美洲,圣何塞,716 ms
104.17.170.29,SJC,北美洲,圣何塞,717 ms
104.17.0.222,SJC,北美洲,圣何塞,718 ms
104.19.198.244,SJC,北美洲,圣何塞,719 ms
104.16.164.98,SJC,北美洲,圣何塞,723 ms
104.17.88.159,SJC,北美洲,圣何塞,723 ms
104.18.14.15,SJC,北美洲,圣何塞,723 ms
104.18.1.126,SJC,北美洲,圣何塞,724 ms
104.17.89.48,SJC,北美洲,圣何塞,724 ms
104.17.57.90,SJC,北美洲,圣何塞,726 ms
104.17.84.175,SJC,北美洲,圣何塞,726 ms
104.16.58.92,SJC,北美洲,圣何塞,727 ms
104.17.40.253,SJC,北美洲,圣何塞,727 ms
104.18.66.123,SJC,北美洲,圣何塞,727 ms
88.216.67.42,SJC,北美洲,圣何塞,727 ms
104.17.148.56,SJC,北美洲,圣何塞,727 ms
104.18.43.67,SJC,北美洲,圣何塞,729 ms
104.17.147.215,SJC,北美洲,圣何塞,729 ms
104.17.30.179,SJC,北美洲,圣何塞,729 ms
104.19.212.68,SJC,北美洲,圣何塞,730 ms
104.17.83.114,SJC,北美洲,圣何塞,730 ms
172.64.49.89,SJC,北美洲,圣何塞,730 ms
104.18.247.121,SJC,北美洲,圣何塞,731 ms
104.16.77.50,SJC,北美洲,圣何塞,731 ms
104.16.253.12,SJC,北美洲,圣何塞,731 ms
104.16.94.189,SJC,北美洲,圣何塞,731 ms
207.189.149.38,SJC,北美洲,圣何塞,732 ms
104.17.237.89,SJC,北美洲,圣何塞,732 ms
104.17.166.138,SJC,北美洲,圣何塞,732 ms
104.18.71.3,SJC,北美洲,圣何塞,732 ms
104.16.199.161,SJC,北美洲,圣何塞,733 ms
104.18.250.2,SJC,北美洲,圣何塞,733 ms
104.17.160.191,SJC,北美洲,圣何塞,733 ms
103.169.142.103,SJC,北美洲,圣何塞,733 ms
156.225.72.227,SJC,北美洲,圣何塞,735 ms
172.64.155.60,SJC,北美洲,圣何塞,735 ms
172.64.35.171,SJC,北美洲,圣何塞,735 ms
172.64.145.203,SJC,北美洲,圣何塞,736 ms
104.17.214.223,SJC,北美洲,圣何塞,737 ms
185.135.9.38,SJC,北美洲,圣何塞,737 ms
104.16.99.35,SJC,北美洲,圣何塞,737 ms
185.18.250.67,SJC,北美洲,圣何塞,738 ms
104.17.192.161,SJC,北美洲,圣何塞,738 ms
104.19.204.218,SJC,北美洲,圣何塞,739 ms
104.17.27.49,SJC,北美洲,圣何塞,739 ms
104.16.192.195,SJC,北美洲,圣何塞,739 ms
162.159.13.82,SJC,北美洲,圣何塞,739 ms
103.11.214.137,SJC,北美洲,圣何塞,740 ms
104.17.185.127,SJC,北美洲,圣何塞,740 ms
104.17.228.42,SJC,北美洲,圣何塞,740 ms
104.17.234.248,SJC,北美洲,圣何塞,741 ms
104.17.194.13,SJC,北美洲,圣何塞,742 ms
104.18.170.157,SJC,北美洲,圣何塞,742 ms
181.214.1.254,SJC,北美洲,圣何塞,742 ms
104.16.189.194,SJC,北美洲,圣何塞,742 ms
104.17.17.214,SJC,北美洲,圣何塞,743 ms
104.16.14.105,SJC,北美洲,圣何塞,743 ms
104.19.156.162,SJC,北美洲,圣何塞,743 ms
162.159.15.116,SJC,北美洲,圣何塞,744 ms
104.17.49.105,SJC,北美洲,圣何塞,745 ms
104.18.201.152,SJC,北美洲,圣何塞,746 ms
104.17.91.200,SJC,北美洲,圣何塞,746 ms
104.18.140.110,SJC,北美洲,圣何塞,746 ms
104.19.180.5,SJC,北美洲,圣何塞,746 ms
104.19.208.44,SJC,北美洲,圣何塞,747 ms
172.64.42.245,SJC,北美洲,圣何塞,747 ms
104.17.200.18,SJC,北美洲,圣何塞,747 ms
104.19.165.157,SJC,北美洲,圣何塞,747 ms
104.19.206.251,SJC,北美洲,圣何塞,748 ms
104.17.238.243,SJC,北美洲,圣何塞,749 ms
104.16.155.198,SJC,北美洲,圣何塞,749 ms
167.68.5.7,SJC,北美洲,圣何塞,750 ms
162.159.6.241,SJC,北美洲,圣何塞,750 ms
104.16.166.76,SJC,北美洲,圣何塞,750 ms
104.16.63.142,SJC,北美洲,圣何塞,750 ms
104.18.72.37,SJC,北美洲,圣何塞,752 ms
104.16.183.28,SJC,北美洲,圣何塞,752 ms
5.182.34.246,SJC,北美洲,圣何塞,752 ms
104.17.54.2,SJC,北美洲,圣何塞,753 ms
188.42.145.27,SJC,北美洲,圣何塞,753 ms
103.172.111.185,SJC,北美洲,圣何塞,753 ms
172.64.150.49,SJC,北美洲,圣何塞,754 ms
104.17.204.29,SJC,北美洲,圣何塞,754 ms
104.16.205.96,SJC,北美洲,圣何塞,755 ms
104.18.64.147,SJC,北美洲,圣何塞,756 ms
104.18.205.109,SJC,北美洲,圣何塞,756 ms
145.36.144.60,SJC,北美洲,圣何塞,758 ms
172.64.52.111,SJC,北美洲,圣何塞,758 ms
77.232.140.125,SJC,北美洲,圣何塞,760 ms
14.102.229.45,SJC,北美洲,圣何塞,761 ms
194.59.5.193,SJC,北美洲,圣何塞,761 ms
104.17.61.149,SJC,北美洲,圣何塞,763 ms
104.18.192.4,SJC,北美洲,圣何塞,763 ms
104.17.107.131,SJC,北美洲,圣何塞,763 ms
172.64.92.36,SJC,北美洲,圣何塞,763 ms
172.66.2.83,SJC,北美洲,圣何塞,764 ms
104.17.164.245,SJC,北美洲,圣何塞,764 ms
198.41.214.7,SJC,北美洲,圣何塞,764 ms
104.18.166.70,SJC,北美洲,圣何塞,766 ms
104.17.181.145,SJC,北美洲,圣何塞,767 ms
104.16.176.202,SJC,北美洲,圣何塞,768 ms
92.243.74.205,SJC,北美洲,圣何塞,768 ms
172.66.40.240,SJC,北美洲,圣何塞,768 ms
104.19.230.62,SJC,北美洲,圣何塞,769 ms
162.159.136.74,SJC,北美洲,圣何塞,769 ms
104.17.3.210,SJC,北美洲,圣何塞,770 ms
194.113.223.193,SJC,北美洲,圣何塞,770 ms
156.238.18.182,SJC,北美洲,圣何塞,770 ms
103.11.212.126,SJC,北美洲,圣何塞,770 ms
173.245.59.189,SJC,北美洲,圣何塞,770 ms
104.16.244.178,SJC,北美洲,圣何塞,770 ms
104.18.214.253,SJC,北美洲,圣何塞,771 ms
104.18.242.89,SJC,北美洲,圣何塞,771 ms
172.64.234.254,SJC,北美洲,圣何塞,771 ms
104.17.191.99,SJC,北美洲,圣何塞,772 ms
45.135.235.26,SJC,北美洲,圣何塞,772 ms
162.159.18.62,SJC,北美洲,圣何塞,773 ms
104.19.219.71,SJC,北美洲,圣何塞,775 ms
104.19.234.95,SJC,北美洲,圣何塞,776 ms
104.16.242.243,SJC,北美洲,圣何塞,776 ms
162.159.24.97,SJC,北美洲,圣何塞,777 ms
104.17.155.36,SJC,北美洲,圣何塞,778 ms
104.18.240.191,SJC,北美洲,圣何塞,779 ms
104.19.203.89,SJC,北美洲,圣何塞,779 ms
162.159.137.251,SJC,北美洲,圣何塞,779 ms
162.159.17.225,SJC,北美洲,圣何塞,780 ms
104.19.152.54,SJC,北美洲,圣何塞,780 ms
162.159.23.110,SJC,北美洲,圣何塞,781 ms
104.17.111.175,SJC,北美洲,圣何塞,784 ms
162.159.48.144,SJC,北美洲,圣何塞,785 ms
162.159.138.72,SJC,北美洲,圣何塞,785 ms
198.41.204.1,SJC,北美洲,圣何塞,787 ms
86.38.214.62,SJC,北美洲,圣何塞,787 ms
104.16.86.73,SJC,北美洲,圣何塞,788 ms
104.16.101.59,SJC,北美洲,圣何塞,789 ms
104.16.61.26,SJC,北美洲,圣何塞,790 ms
104.16.87.120,SJC,北美洲,圣何塞,791 ms
104.17.165.243,SJC,北美洲,圣何塞,791 ms
94.242.229.185,SJC,北美洲,圣何塞,791 ms
104.18.40.234,SJC,北美洲,圣何塞,792 ms
108.162.192.44,SJC,北美洲,圣何塞,793 ms
162.159.9.69,SJC,北美洲,圣何塞,795 ms
104.17.120.20,SJC,北美洲,圣何塞,796 ms
104.17.28.236,SJC,北美洲,圣何塞,798 ms
104.17.174.18,SJC,北美洲,圣何塞,799 ms
104.18.105.186,SJC,北美洲,圣何塞,799 ms
104.17.169.200,SJC,北美洲,圣何塞,800 ms
104.17.16.223,SJC,北美洲,圣何塞,800 ms
104.18.142.176,SJC,北美洲,圣何塞,805 ms
104.17.167.194,SJC,北美洲,圣何塞,805 ms
205.233.181.185,SJC,北美洲,圣何塞,807 ms
94.242.228.26,SJC,北美洲,圣何塞,808 ms
104.16.202.74,SJC,北美洲,圣何塞,808 ms
198.41.202.82,SJC,北美洲,圣何塞,810 ms
104.18.102.147,SJC,北美洲,圣何塞,810 ms
172.64.33.22,SJC,北美洲,圣何塞,810 ms
104.16.239.230,SJC,北美洲,圣何塞,814 ms
104.17.184.34,SJC,北美洲,圣何塞,814 ms
104.18.77.28,SJC,北美洲,圣何塞,815 ms
104.18.248.36,SJC,北美洲,圣何塞,815 ms
185.159.247.85,SJC,北美洲,圣何塞,816 ms
104.239.72.242,SJC,北美洲,圣何塞,816 ms
198.41.196.115,SJC,北美洲,圣何塞,816 ms
104.17.190.158,SJC,北美洲,圣何塞,816 ms
192.133.11.130,SJC,北美洲,圣何塞,817 ms
104.18.200.194,SJC,北美洲,圣何塞,818 ms
104.16.193.57,SJC,北美洲,圣何塞,818 ms
104.18.217.220,SJC,北美洲,圣何塞,821 ms
45.131.5.115,SJC,北美洲,圣何塞,823 ms
104.18.209.31,SJC,北美洲,圣何塞,827 ms
104.18.241.185,SJC,北美洲,圣何塞,827 ms
93.114.64.211,SJC,北美洲,圣何塞,828 ms
216.205.52.88,SJC,北美洲,圣何塞,829 ms
162.159.11.226,SJC,北美洲,圣何塞,830 ms
198.41.201.33,SJC,北美洲,圣何塞,830 ms
104.17.46.143,SJC,北美洲,圣何塞,831 ms
185.176.26.9,SJC,北美洲,圣何塞,831 ms
104.18.42.44,SJC,北美洲,圣何塞,832 ms
190.93.244.146,SJC,北美洲,圣何塞,832 ms
104.18.210.31,SJC,北美洲,圣何塞,833 ms
162.120.94.89,SJC,北美洲,圣何塞,836 ms
104.18.110.68,SJC,北美洲,圣何塞,836 ms
104.18.223.125,SJC,北美洲,圣何塞,837 ms
167.68.11.200,SJC,北美洲,圣何塞,837 ms
104.18.2.14,SJC,北美洲,圣何塞,838 ms
185.146.173.151,SJC,北美洲,圣何塞,838 ms
104.18.165.134,SJC,北美洲,圣何塞,840 ms
104.17.146.26,SJC,北美洲,圣何塞,840 ms
104.18.5.52,SJC,北美洲,圣何塞,840 ms
185.162.229.250,SJC,北美洲,圣何塞,841 ms
45.131.210.219,SJC,北美洲,圣何塞,843 ms
172.64.83.60,SJC,北美洲,圣何塞,843 ms
185.38.135.169,SJC,北美洲,圣何塞,844 ms
170.114.46.57,SJC,北美洲,圣何塞,845 ms
104.17.199.240,SJC,北美洲,圣何塞,846 ms
91.193.58.131,SJC,北美洲,圣何塞,846 ms
185.162.231.206,SJC,北美洲,圣何塞,852 ms
141.11.202.88,SJC,北美洲,圣何塞,852 ms
104.18.175.60,SJC,北美洲,圣何塞,852 ms
104.16.156.39,SJC,北美洲,圣何塞,854 ms
162.159.40.8,SJC,北美洲,圣何塞,855 ms
104.18.181.63,SJC,北美洲,圣何塞,856 ms
104.129.167.207,SJC,北美洲,圣何塞,856 ms
104.18.38.131,SJC,北美洲,圣何塞,856 ms
172.64.84.112,SJC,北美洲,圣何塞,857 ms
172.83.73.104,SJC,北美洲,圣何塞,859 ms
154.83.2.124,SJC,北美洲,圣何塞,860 ms
104.18.76.247,SJC,北美洲,圣何塞,861 ms
104.16.159.189,SJC,北美洲,圣何塞,861 ms
104.16.163.160,SJC,北美洲,圣何塞,862 ms
193.9.49.121,SJC,北美洲,圣何塞,863 ms
104.19.182.173,SJC,北美洲,圣何塞,863 ms
172.64.88.42,SJC,北美洲,圣何塞,864 ms
141.193.213.255,SJC,北美洲,圣何塞,867 ms
104.18.69.171,SJC,北美洲,圣何塞,869 ms
185.162.228.234,SJC,北美洲,圣何塞,871 ms
104.16.106.118,SJC,北美洲,圣何塞,872 ms
88.216.66.42,SJC,北美洲,圣何塞,874 ms
104.18.136.130,SJC,北美洲,圣何塞,876 ms
46.254.92.29,SJC,北美洲,圣何塞,878 ms
185.193.31.199,SJC,北美洲,圣何塞,879 ms
198.41.209.206,SJC,北美洲,圣何塞,884 ms
104.18.138.8,SJC,北美洲,圣何塞,884 ms
104.17.149.106,SJC,北美洲,圣何塞,886 ms
176.126.206.183,SJC,北美洲,圣何塞,887 ms
104.18.141.38,SJC,北美洲,圣何塞,887 ms
172.64.32.67,SJC,北美洲,圣何塞,887 ms
104.19.171.19,SJC,北美洲,圣何塞,888 ms
104.17.217.210,SJC,北美洲,圣何塞,888 ms
172.64.147.246,SJC,北美洲,圣何塞,890 ms
104.17.125.114,SJC,北美洲,圣何塞,891 ms
104.16.54.18,SJC,北美洲,圣何塞,893 ms
185.176.24.105,SJC,北美洲,圣何塞,893 ms
104.17.122.124,SJC,北美洲,圣何塞,896 ms
185.174.138.80,SJC,北美洲,圣何塞,898 ms
185.148.107.90,SJC,北美洲,圣何塞,899 ms
172.64.152.141,SJC,北美洲,圣何塞,900 ms
45.205.0.178,SJC,北美洲,圣何塞,901 ms
104.17.226.163,SJC,北美洲,圣何塞,902 ms
185.193.28.31,SJC,北美洲,圣何塞,903 ms
104.16.184.136,SJC,北美洲,圣何塞,904 ms
45.85.119.31,SJC,北美洲,圣何塞,905 ms
185.193.30.108,SJC,北美洲,圣何塞,905 ms
104.19.193.30,SJC,北美洲,圣何塞,907 ms
104.16.12.6,SJC,北美洲,圣何塞,907 ms
108.162.195.191,SJC,北美洲,圣何塞,909 ms
104.19.213.232,SJC,北美洲,圣何塞,909 ms
104.19.187.132,SJC,北美洲,圣何塞,910 ms
104.19.191.41,SJC,北美洲,圣何塞,911 ms
104.16.179.109,SJC,北美洲,圣何塞,912 ms
104.18.12.44,SJC,北美洲,圣何塞,917 ms
162.159.19.71,SJC,北美洲,圣何塞,918 ms
162.159.36.187,SJC,北美洲,圣何塞,921 ms
104.16.132.248,SJC,北美洲,圣何塞,925 ms
104.17.227.146,SJC,北美洲,圣何塞,926 ms
31.22.116.154,SJC,北美洲,圣何塞,931 ms
170.114.45.248,SJC,北美洲,圣何塞,932 ms
104.17.235.94,SJC,北美洲,圣何塞,933 ms
104.16.69.172,SJC,北美洲,圣何塞,938 ms
104.19.192.218,SJC,北美洲,圣何塞,942 ms
104.18.249.14,SJC,北美洲,圣何塞,945 ms
104.16.248.173,SJC,北美洲,圣何塞,947 ms
104.16.107.57,SJC,北美洲,圣何塞,948 ms
104.16.167.18,SJC,北美洲,圣何塞,948 ms
172.83.72.51,SJC,北美洲,圣何塞,951 ms
104.16.149.157,SJC,北美洲,圣何塞,952 ms
104.16.150.124,SJC,北美洲,圣何塞,953 ms
104.17.26.48,SJC,北美洲,圣何塞,956 ms
104.16.144.85,SJC,北美洲,圣何塞,958 ms
104.16.68.199,SJC,北美洲,圣何塞,958 ms
104.16.28.71,SJC,北美洲,圣何塞,958 ms
104.16.85.245,SJC,北美洲,圣何塞,959 ms
104.18.144.24,SJC,北美洲,圣何塞,959 ms
104.16.240.154,SJC,北美洲,圣何塞,959 ms
104.16.185.196,SJC,北美洲,圣何塞,960 ms
104.17.123.101,SJC,北美洲,圣何塞,960 ms
104.17.41.7,SJC,北美洲,圣何塞,961 ms
104.18.134.215,SJC,北美洲,圣何塞,961 ms
162.159.49.219,SJC,北美洲,圣何塞,962 ms
104.18.129.42,SJC,北美洲,圣何塞,962 ms
104.16.129.73,SJC,北美洲,圣何塞,964 ms
104.18.161.29,SJC,北美洲,圣何塞,965 ms
104.16.195.41,SJC,北美洲,圣何塞,967 ms
104.16.135.185,SJC,北美洲,圣何塞,967 ms
104.16.7.111,SJC,北美洲,圣何塞,967 ms
104.19.177.217,SJC,北美洲,圣何塞,969 ms
104.16.237.142,SJC,北美洲,圣何塞,970 ms
104.16.136.18,SJC,北美洲,圣何塞,970 ms
104.19.175.224,SJC,北美洲,圣何塞,971 ms
104.17.121.217,SJC,北美洲,圣何塞,972 ms
104.17.62.78,SJC,北美洲,圣何塞,972 ms
104.17.24.83,SJC,北美洲,圣何塞,972 ms
104.18.150.132,SJC,北美洲,圣何塞,973 ms
104.18.155.187,SJC,北美洲,圣何塞,973 ms
104.17.19.213,SJC,北美洲,圣何塞,973 ms
104.18.171.246,SJC,北美洲,圣何塞,974 ms
104.16.204.236,SJC,北美洲,圣何塞,974 ms
104.19.148.183,SJC,北美洲,圣何塞,975 ms
104.18.90.160,SJC,北美洲,圣何塞,975 ms
172.64.80.182,SJC,北美洲,圣何塞,976 ms
104.19.183.230,SJC,北美洲,圣何塞,976 ms
104.16.255.97,SJC,北美洲,圣何塞,977 ms
104.18.128.8,SJC,北美洲,圣何塞,978 ms
104.18.212.60,SJC,北美洲,圣何塞,984 ms
168.100.6.104,SJC,北美洲,圣何塞,984 ms
104.19.189.37,SJC,北美洲,圣何塞,985 ms
108.162.194.72,SJC,北美洲,圣何塞,988 ms
104.18.11.103,SJC,北美洲,圣何塞,989 ms
104.16.130.85,SJC,北美洲,圣何塞,990 ms
188.164.158.175,SJC,北美洲,圣何塞,990 ms
188.42.88.155,SJC,北美洲,圣何塞,991 ms
104.18.174.168,SJC,北美洲,圣何塞,991 ms
104.17.101.218,SJC,北美洲,圣何塞,991 ms
104.16.247.146,SJC,北美洲,圣何塞,992 ms
104.18.190.1,SJC,北美洲,圣何塞,994 ms
154.197.121.168,SJC,北美洲,圣何塞,995 ms
104.18.177.56,SJC,北美洲,圣何塞,995 ms
103.21.244.128,SJC,北美洲,圣何塞,996 ms
104.18.237.40,SJC,北美洲,圣何塞,997 ms
104.16.134.69,SJC,北美洲,圣何塞,997 ms
104.18.195.153,SJC,北美洲,圣何塞,997 ms
104.19.215.81,SJC,北美洲,圣何塞,998 ms
104.16.57.11,SJC,北美洲,圣何塞,998 ms
104.18.228.21,SJC,北美洲,圣何塞,999 ms
104.16.175.64,SJC,北美洲,圣何塞,1000 ms
104.16.198.229,SJC,北美洲,圣何塞,1003 ms
104.18.65.232,SJC,北美洲,圣何塞,1004 ms
198.41.221.204,SJC,北美洲,圣何塞,1004 ms
190.93.245.85,SJC,北美洲,圣何塞,1007 ms
104.18.197.24,SJC,北美洲,圣何塞,1008 ms
